microchip;species;sex;size;potentDangerous;neighborhood
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;SI;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;SI;USAQUEN
96600010ASF1133902;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,66E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;SI;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,66E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
978HSAF101080935508;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;SI;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
978101JAISF081920444;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9781AA01081926019;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,78E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,78E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,78E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,78E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,81E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,81E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,81E+14;CANINO;MACHO;MUY GRANDE;NO;USAQUEN
9,81E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,81E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,81E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9811JSAJ00002404908;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,81E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,81E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,81E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,81E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,85E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MUY GRANDE;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;SI;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;SI;USAQUEN
9,91E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
991001000JKSAF889215;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;SI;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;MINIATURA;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
991SAJFOSA001001134991;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,91E+14;CANINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;FELINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;FELINO;MACHO;PEQUE�O;NO;USAQUEN
9,91E+14;CANINO;HEMBRA;MEDIANO;NO;USAQUEN
9,91E+14;CANINO;MACHO;GRANDE;NO;USAQUEN
9,99E+14;CANINO;MACHO;MEDIANO;NO;USAQUEN
9,99E+14;CANINO;HEMBRA;MINIATURA;NO;USAQUEN
1,23E+14;FELINO;MACHO;MINIATURA;NO;CHAPINERO
9,00E+14;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
9,00E+14;CANINO;MACHO;MEDIANO;NO;CHAPINERO
9,00E+14;CANINO;MACHO;PEQUE�O;NO;CHAPINERO
9,00E+14;FELINO;MACHO;PEQUE�O;NO;CHAPINERO
9,00E+14;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
9,00E+14;FELINO;MACHO;MEDIANO;NO;CHAPINERO
9,00E+14;CANINO;MACHO;PEQUE�O;NO;CHAPINERO
9,00E+14;CANINO;MACHO;PEQUE�O;NO;CHAPINERO
9,00E+14;FELINO;HEMBRA;MEDIANO;NO;CHAPINERO
9,00E+14;CANINO;HEMBRA;MEDIANO;NO;CHAPINERO
